Wall time,Step,Value
1737129929.561756,0,3.146231174468994
1737129955.612813,1,0.10066520422697067
1737129981.86048,2,0.06254295259714127
1737130007.881332,3,0.04320649802684784
1737130034.04051,4,0.031605854630470276
1737130060.154164,5,0.02469666674733162
1737130086.480959,6,0.020045479759573936
1737130112.800402,7,0.016929874196648598
1737130138.989176,8,0.01466269139200449
1737130165.051311,9,0.013000166974961758
1737130191.165108,10,0.0118721853941679
1737130217.341207,11,0.011057066731154919
1737130243.40256,12,0.011362194083631039
1737130269.560301,13,0.010259553790092468
1737130295.679317,14,0.010295444168150425
1737130321.697995,15,0.01067142840474844
1737130347.749233,16,0.010126196779310703
1737130373.85897,17,0.010366586968302727
1737130399.828497,18,0.00975433737039566
1737130425.863305,19,0.010838976129889488
1737130451.889255,20,0.010998905636370182
1737130477.827032,21,0.009818976745009422
1737130503.863656,22,0.011020957492291927
1737130529.820124,23,0.010082329623401165
1737130555.716769,24,0.009934701956808567
1737130581.613421,25,0.010307494550943375
1737130607.738094,26,0.010355709120631218
1737130633.806084,27,0.01021773461252451
1737130659.717537,28,0.010113454423844814
1737130685.613298,29,0.009914612397551537
1737130711.713544,30,0.009544369764626026
1737130737.870824,31,0.011003987863659859
1737130763.821192,32,0.00986198615282774
1737130789.874522,33,0.009269564412534237
1737130815.993601,34,0.009844834916293621
1737130841.92353,35,0.009959169663488865
1737130867.872162,36,0.010032339952886105
1737130896.688816,37,0.010830502957105637
1737130922.781622,38,0.009141531772911549
1737130948.740513,39,0.009609502740204334
1737130974.754481,40,0.009992699138820171
1737131000.709424,41,0.009515631012618542
1737131026.881856,42,0.009369511157274246
1737131052.913935,43,0.00972798466682434
1737131078.874243,44,0.009555569849908352
1737131104.938374,45,0.009572005830705166
1737131131.042027,46,0.009365667589008808
1737131157.047255,47,0.0094008669257164
1737131183.07114,48,0.009703907184302807
1737131209.098933,49,0.009326905943453312
1737131235.027457,50,0.00929935835301876
1737131261.022083,51,0.0096132205799222
1737131287.314121,52,0.008901000954210758
1737131313.389937,53,0.00893702358007431
1737131339.501299,54,0.009611180052161217
1737131365.557629,55,0.008560938760638237
1737131391.705764,56,0.009587380103766918
1737131418.30879,57,0.008125683292746544
1737131444.38814,58,0.008514473214745522
1737131470.447052,59,0.008578422479331493
1737131496.529488,60,0.009323433972895145
1737131521.349694,61,0.008636652491986752
1737131546.147614,62,0.007822541519999504
1737131571.028417,63,0.008589975535869598
1737131595.929875,64,0.008266645483672619
1737131620.761372,65,0.00809265673160553
1737131645.563093,66,0.008971880190074444
1737131670.472603,67,0.00777232414111495
1737131695.298979,68,0.007732192054390907
1737131720.13418,69,0.00798653531819582
1737131744.845901,70,0.008325464092195034
1737131769.64485,71,0.007699052803218365
1737131794.573973,72,0.007840879261493683
1737131819.396177,73,0.007704511284828186
1737131844.326866,74,0.007798048201948404
1737131869.141557,75,0.007676811423152685
1737131894.006748,76,0.008055659011006355
1737131918.727271,77,0.007357646245509386
1737131943.467019,78,0.007569783367216587
1737131968.244933,79,0.007809484843164682
1737131993.098319,80,0.007285478990525007
1737132017.910816,81,0.007529622409492731
1737132042.698304,82,0.007499957922846079
1737132067.421409,83,0.0073795015923678875
1737132092.195042,84,0.024859152734279633
1737132116.940546,85,0.009796066209673882
1737132141.748157,86,0.008606864139437675
1737132166.571463,87,0.008563002571463585
1737132191.416552,88,0.00839420035481453
1737132216.1209,89,0.008281870745122433
1737132240.846229,90,0.008148186840116978
1737132265.589946,91,0.008055569604039192
1737132290.666014,92,0.007986558601260185
1737132315.629855,93,0.00795743428170681
1737132340.498047,94,0.00795997679233551
1737132365.356503,95,0.00803846213966608
1737132390.190827,96,0.007924072444438934
1737132414.991868,97,0.007925639860332012
1737132439.714151,98,0.008040765300393105
1737132464.479193,99,0.0077155353501439095
1737132489.316001,100,0.00788261741399765
1737132514.209158,101,0.007663794793188572
1737132539.202579,102,0.007670167367905378
1737132564.335245,103,0.007526562549173832
1737132589.262782,104,0.007608362007886171
1737132614.126539,105,0.007397085893899202
1737132638.870532,106,0.0073653762228786945
1737132663.685376,107,0.007333886809647083
1737132688.567774,108,0.007339782547205687
1737132713.511491,109,0.007139288820326328
1737132738.52611,110,0.007149962708353996
1737132763.526235,111,0.007165230344980955
1737132788.466832,112,0.007160008419305086
1737132813.395165,113,0.007087323814630508
1737132838.614651,114,0.006926065310835838
1737132863.61385,115,0.006944544147700071
1737132888.530048,116,0.00704359682276845
1737132913.377596,117,0.0068190754391252995
1737132938.233439,118,0.006934063043445349
1737132963.236568,119,0.006804467178881168
1737132988.092013,120,0.006798652932047844
1737133012.860778,121,0.006901802495121956
1737133037.706498,122,0.006739076226949692
1737133062.488155,123,0.006835137493908405
1737133087.513441,124,0.006737700663506985
1737133112.338563,125,0.006685575935989618
1737133137.12546,126,0.0067034028470516205
1737133161.897666,127,0.0066545926965773106
1737133186.685132,128,0.006649587769061327
1737133212.063146,129,0.006575762294232845
1737133237.049581,130,0.006559256464242935
1737133261.962641,131,0.006613850127905607
1737133286.68248,132,0.006519628223031759
1737133311.403194,133,0.006507151760160923
1737133336.233719,134,0.00648224912583828
1737133360.957778,135,0.008501633070409298
1737133385.852199,136,0.006657464429736137
1737133410.731379,137,0.006535796914249659
1737133435.43923,138,0.006460684351623058
1737133460.277537,139,0.006415083073079586
1737133485.206046,140,0.0063828048296272755
1737133510.071039,141,0.006344376131892204
1737133534.916929,142,0.006316615734249353
1737133559.680077,143,0.006291624158620834
1737133584.528551,144,0.0062628742307424545
1737133609.374325,145,0.0062323641031980515
1737133634.161782,146,0.006204191129654646
1737133659.02027,147,0.0061773015186190605
1737133683.776674,148,0.006143985781818628
1737133708.6556,149,0.006106971763074398
1737133733.504747,150,0.0060664634220302105
1737133758.347365,151,0.006031556986272335
1737133783.576691,152,0.005964997690171003
1737133808.339452,153,0.005905360449105501
1737133833.153239,154,0.005846083629876375
1737133857.893339,155,0.005792435724288225
1737133882.641649,156,0.005728697869926691
1737133907.495485,157,0.005680547561496496
1737133932.349467,158,0.005620368290692568
1737133957.358559,159,0.005565289873629808
