Wall time,Step,Value
1737037281.910341,0,0.07142999023199081
1737037289.283095,1,0.00967645924538374
1737037296.646668,2,0.009221852757036686
1737037304.015465,3,0.009126940742135048
1737037311.385039,4,0.008979301899671555
1737037318.760141,5,0.008970296941697598
1737037326.130239,6,0.008957508951425552
1737037333.447516,7,0.008831380866467953
1737037340.778872,8,0.008829941041767597
1737037348.102121,9,0.008824723772704601
1737037355.471237,10,0.008843515999615192
1737037362.921651,11,0.0087652076035738
1737037370.249893,12,0.008773630484938622
1737037377.609974,13,0.008769621141254902
1737037384.968833,14,0.008670429699122906
1737037392.423103,15,0.00866710115224123
1737037399.787341,16,0.0086318114772439
1737037407.157464,17,0.008696690201759338
1737037414.522691,18,0.008659509010612965
1737037421.894259,19,0.008642764762043953
1737037429.268667,20,0.00861574150621891
1737037436.649542,21,0.008570320904254913
1737037444.020634,22,0.00848043616861105
1737037451.401454,23,0.008465793915092945
1737037458.789912,24,0.008415695279836655
1737037466.163154,25,0.008224236778914928
1737037473.553089,26,0.008151472546160221
1737037480.93564,27,0.007999533787369728
1737037488.287954,28,0.007899491116404533
1737037495.657551,29,0.007820870727300644
1737037503.013831,30,0.007711049169301987
1737037510.385089,31,0.007692023180425167
1737037517.760921,32,0.00751987099647522
1737037525.147458,33,0.007461959961801767
1737037532.505297,34,0.0073759183287620544
1737037539.916725,35,0.007233563344925642
1737037547.293419,36,0.007238725665956736
1737037554.705118,37,0.007186524104326963
1737037562.117272,38,0.007067976985126734
1737037569.494553,39,0.007043256424367428
1737037576.879408,40,0.007012076675891876
1737037584.274197,41,0.0069829425774514675
1737037591.668683,42,0.006894213147461414
1737037599.063743,43,0.00683217216283083
1737037606.43484,44,0.006771746091544628
1737037613.810291,45,0.006760007236152887
1737037621.176193,46,0.006642820313572884
1737037628.568033,47,0.0066605545580387115
1737037635.930949,48,0.006578706204891205
1737037643.301188,49,0.006553236860781908
1737037650.687913,50,0.006486288271844387
1737037658.074413,51,0.0064721559174358845
1737037665.453792,52,0.00642704451456666
1737037672.85141,53,0.00638617342337966
1737037680.218291,54,0.0063491747714579105
1737037687.60177,55,0.006342065986245871
1737037694.959968,56,0.00624906225129962
1737037702.359536,57,0.006273076869547367
1737037709.756843,58,0.006195456720888615
1737037717.16068,59,0.00620628334581852
1737037724.546011,60,0.00616284878924489
1737037731.947585,61,0.006096883676946163
1737037739.329903,62,0.006308394949883223
1737037746.722212,63,0.006109451409429312
1737037754.118212,64,0.0060911281034350395
1737037761.522338,65,0.006060508079826832
1737037768.92237,66,0.006047946400940418
1737037776.318054,67,0.006096422206610441
1737037783.705003,68,0.005914107896387577
1737037791.105888,69,0.005951697006821632
1737037798.507239,70,0.005913428496569395
1737037805.934923,71,0.005896206945180893
1737037813.352929,72,0.005930735729634762
1737037820.751203,73,0.005918048322200775
1737037828.142057,74,0.005787303205579519
1737037835.541984,75,0.005825928412377834
1737037842.946648,76,0.005793892312794924
1737037850.347222,77,0.005755383986979723
1737037857.726807,78,0.005787726957350969
1737037865.119964,79,0.0057655139826238155
1737037872.496334,80,0.005722801201045513
1737037879.899508,81,0.005713661201298237
1737037887.287939,82,0.005678848829120398
1737037894.679845,83,0.005683624651283026
1737037902.071378,84,0.0056562721729278564
1737037909.459454,85,0.005616799462586641
1737037916.842631,86,0.005621787626296282
1737037924.270027,87,0.0056609828025102615
1737037931.767235,88,0.005893809720873833
1737037939.170632,89,0.005541973281651735
1737037946.55653,90,0.005574400536715984
1737037953.950376,91,0.005734138190746307
1737037961.346122,92,0.005593310110270977
1737037968.755202,93,0.005548190325498581
1737037976.145077,94,0.005525025073438883
1737037983.548126,95,0.005522755440324545
1737037991.008697,96,0.005526709835976362
1737037998.394369,97,0.005492347292602062
1737038005.789303,98,0.0054756454192101955
1737038013.187212,99,0.00542093999683857
1737038020.609051,100,0.005437948741018772
1737038028.049172,101,0.005399871617555618
1737038035.470223,102,0.00540877366438508
1737038042.894189,103,0.005392932333052158
1737038050.407135,104,0.005363429896533489
1737038057.822574,105,0.005359952338039875
1737038065.253807,106,0.005366874393075705
1737038072.738668,107,0.005312968045473099
1737038080.143284,108,0.0053237127140164375
1737038087.591383,109,0.005331318359822035
1737038094.982086,110,0.005296363029628992
1737038102.389672,111,0.005273512098938227
1737038109.803652,112,0.00528634013608098
1737038117.187293,113,0.00526500353589654
1737038124.590186,114,0.005275097209960222
1737038131.986308,115,0.005244840402156115
1737038139.369237,116,0.005249804817140102
1737038146.775094,117,0.005231853108853102
1737038154.199977,118,0.005200149025768042
1737038161.603942,119,0.005199981853365898
1737038169.097724,120,0.005196601152420044
1737038176.513577,121,0.005175143945962191
1737038183.910798,122,0.005241520702838898
1737038191.324971,123,0.005145862698554993
1737038198.728464,124,0.00516787264496088
1737038206.130083,125,0.00514350226148963
1737038213.526009,126,0.005135658197104931
1737038220.928446,127,0.005126593168824911
1737038228.33508,128,0.005126901902258396
1737038235.748394,129,0.005121075082570314
1737038243.150031,130,0.005097451154142618
1737038250.562954,131,0.005076155066490173
1737038257.954052,132,0.005109713412821293
1737038265.388098,133,0.005072202067822218
1737038272.786341,134,0.005077193025499582
1737038280.205182,135,0.005054420325905085
1737038287.606197,136,0.005072564352303743
1737038295.116337,137,0.005053738597780466
1737038302.557805,138,0.005025879014283419
1737038309.979357,139,0.005030738655477762
1737038317.38917,140,0.005043947137892246
1737038324.807348,141,0.005043343640863895
1737038332.222319,142,0.005019184201955795
1737038339.662998,143,0.005015355534851551
1737038347.078605,144,0.0050493935123085976
1737038354.485599,145,0.004973805509507656
1737038361.887668,146,0.004986162763088942
1737038369.28393,147,0.004976934287697077
1737038376.694268,148,0.004999269265681505
1737038384.116461,149,0.004990792833268642
1737038391.521698,150,0.00495031988248229
1737038398.94693,151,0.004984254948794842
1737038406.351103,152,0.004955002572387457
1737038413.748856,153,0.004971766844391823
1737038421.149615,154,0.004946749657392502
1737038428.557136,155,0.004965697415173054
1737038435.975233,156,0.004938659258186817
1737038443.392809,157,0.004940826445817947
1737038450.801982,158,0.004913038108497858
1737038458.215028,159,0.005027891136705875
1737038465.645884,160,0.004874950274825096
1737038473.061339,161,0.004916198551654816
1737038480.481337,162,0.004934957716614008
1737038487.879513,163,0.004878671374171972
1737038495.279478,164,0.004927389323711395
1737038502.684592,165,0.0049515897408127785
1737038510.117926,166,0.004881780128926039
1737038517.547927,167,0.004895907826721668
1737038524.963675,168,0.0049310787580907345
1737038532.398139,169,0.004850808065384626
1737038539.822195,170,0.004912686999887228
1737038547.233751,171,0.0048844232223927975
1737038554.637495,172,0.004881429951637983
1737038562.03623,173,0.004911087453365326
1737038569.439652,174,0.004835683386772871
1737038576.8623,175,0.004849537275731564
1737038584.269832,176,0.0048497323878109455
1737038591.679048,177,0.004848820623010397
1737038599.090328,178,0.0048793163150548935
1737038606.485781,179,0.004925095476210117
1737038613.899266,180,0.004907181952148676
1737038621.315435,181,0.0048188637010753155
1737038628.783835,182,0.004820128902792931
1737038636.192186,183,0.0048375255428254604
1737038643.593253,184,0.004846591968089342
1737038651.02241,185,0.004896704573184252
1737038658.44557,186,0.004865220282226801
1737038665.859077,187,0.004824941046535969
1737038673.358887,188,0.004828377161175013
1737038680.769733,189,0.004824007395654917
1737038688.186475,190,0.00482770474627614
1737038695.597618,191,0.00481572886928916
1737038703.038996,192,0.004800983238965273
1737038710.457912,193,0.004812896717339754
1737038717.856027,194,0.004821265581995249
1737038725.293375,195,0.004797307308763266
1737038732.725286,196,0.004813774488866329
1737038740.204097,197,0.004795805551111698
1737038747.628631,198,0.004816154949367046
1737038755.067589,199,0.0047933971509337425
